,sentence,label,source
1720,"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  ",0,imdb
1721,"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ",0,imdb
1722,If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  ,0,imdb
1723,"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",1,imdb
1724,"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",1,imdb
1725,"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",0,imdb
1726,"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  ",1,imdb
1727,It is a very well acted and done TV Movie.  ,1,imdb
1728,Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,1,imdb
1729,I keep watching it over and over.  ,1,imdb
1730,"It's a sad movie, but very good.  ",1,imdb
1731,"If you have not seen this movie, I definitely recommend it!  ",1,imdb
1732,"She is as lovely as usual, this cutie!  ",1,imdb
1733,Still it's quite interesting and entertaining to follow.  ,1,imdb
1734,;) Recommend with confidence!  ,1,imdb
1735,This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  ,1,imdb
1736,It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  ,1,imdb
1737,":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",1,imdb
1738,"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",1,imdb
1739,Fans of the genre will be in heaven.  ,1,imdb
1740,Lange had become a great actress.  ,1,imdb
1741,It looked like a wonderful story.  ,1,imdb
1742,I never walked out of a movie faster.  ,0,imdb
1743,I just got bored watching Jessice Lange take her clothes off!  ,0,imdb
1744,"Unfortunately, any virtue in this film's production work was lost on a regrettable script.  ",0,imdb
1745,"In a word, it is embarrassing.  ",0,imdb
1746,Exceptionally bad!  ,0,imdb
1747,All in all its an insult to one's intelligence and a huge waste of money.  ,0,imdb
1748,Wow... Loved this place.,1,yelp
1749,Crust is not good.,0,yelp
1750,Not tasty and the texture was just nasty.,0,yelp
1751,Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.,1,yelp
1752,The selection on the menu was great and so were the prices.,1,yelp
1753,Now I am getting angry and I want my damn pho.,0,yelp
1754,Honeslty it didn't taste THAT fresh.),0,yelp
1755,The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.,0,yelp
1756,The fries were great too.,1,yelp
1757,A great touch.,1,yelp
1758,Service was very prompt.,1,yelp
1759,Would not go back.,0,yelp
1760,The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.,0,yelp
1761,"I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!",1,yelp
1762,I was disgusted because I was pretty sure that was human hair.,0,yelp
1763,I was shocked because no signs indicate cash only.,0,yelp
1764,Highly recommended.,1,yelp
1765,Waitress was a little slow in service.,0,yelp
1766,"This place is not worth your time, let alone Vegas.",0,yelp
1767,did not like at all.,0,yelp
1768,The Burrittos Blah!,0,yelp
1769,"The food, amazing.",1,yelp
1770,Service is also cute.,1,yelp
1771,I could care less... The interior is just beautiful.,1,yelp
1772,So they performed.,1,yelp
1773,That's right....the red velvet cake.....ohhh this stuff is so good.,1,yelp
1774,- They never brought a salad we asked for.,0,yelp
1775,"This hole in the wall has great Mexican street tacos, and friendly staff.",1,yelp
1776,"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.",0,yelp
1777,The worst was the salmon sashimi.,0,yelp
1778,"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",1,yelp
1779,This was like the final blow!,0,yelp
1780,I found this place by accident and I could not be happier.,1,yelp
1781,"seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.",0,yelp
1782,"Overall, I like this place a lot.",1,yelp
1783,The only redeeming quality of the restaurant was that it was very inexpensive.,1,yelp
1784,Ample portions and good prices.,1,yelp
1785,"Poor service, the waiter made me feel like I was stupid every time he came to the table.",0,yelp
1786,My first visit to Hiro was a delight!,1,yelp
1787,Service sucks.,0,yelp
1788,The shrimp tender and moist.,1,yelp
1789,There is not a deal good enough that would drag me into that establishment again.,0,yelp
1790,Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.,0,yelp
1791,"On a positive note, our server was very attentive and provided great service.",1,yelp
1792,"Frozen pucks of disgust, with some of the worst people behind the register.",0,yelp
1793,The only thing I did like was the prime rib and dessert section.,1,yelp
1794,It's too bad the food is so damn generic.,0,yelp
1795,"The burger is good beef, cooked just right.",1,yelp
1796,If you want a sandwich just go to any Firehouse!!!!!,1,yelp
1797,"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.",1,yelp
1798,We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,1,yelp
1799,He came running after us when he realized my husband had left his sunglasses on the table.,1,yelp
1800,Their chow mein is so good!,1,yelp
1801,"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0,yelp
1802,The portion was huge!,1,yelp
1803,"Loved it...friendly servers, great food, wonderful and imaginative menu.",1,yelp
1804,The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.,0,yelp
1805,Not much seafood and like 5 strings of pasta at the bottom.,0,yelp
1806,"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.",1,yelp
1807,"The ripped banana was not only ripped, but petrified and tasteless.",0,yelp
1808,At least think to refill my water before I struggle to wave you over for 10 minutes.,0,yelp
1809,This place receives stars for their APPETIZERS!!!,1,yelp
1810,The cocktails are all handmade and delicious.,1,yelp
1811,We'd definitely go back here again.,1,yelp
1812,We are so glad we found this place.,1,yelp
1813,"Great food and service, huge portions and they give a military discount.",1,yelp
1814,Always a great time at Dos Gringos!,1,yelp
1815,Update.....went back for a second time and it was still just as amazing,1,yelp
1816,We got the food and apparently they have never heard of salt and the batter on the fish was chewy.,0,yelp
1817,A great way to finish a great.,1,yelp
1818,"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",1,yelp
1819,"- Really, really good rice, all the time.",1,yelp
1820,The service was meh.,0,yelp
1821,"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0,yelp
1822,"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.",0,yelp
1823,The scallop dish is quite appalling for value as well.,0,yelp
1824,2 times - Very Bad Customer Service !,0,yelp
1825,The sweet potato fries were very good and seasoned well.,1,yelp
1826,Today is the second time I've been to their lunch buffet and it was pretty good.,1,yelp
1827,There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.,0,yelp
1828,Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.,0,yelp
1829,walked in and the place smelled like an old grease trap and only 2 others there eating.,0,yelp
1830,The turkey and roast beef were bland.,0,yelp
1831,This place has it!,1,yelp
1832,The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.,0,yelp
1833,I love the Pho and the spring rolls oh so yummy you have to try.,1,yelp
1834,The poor batter to meat ratio made the chicken tenders very unsatisfying.,0,yelp
1835,All I have to say is the food was amazing!!!,1,yelp
1836,Omelets are to die for!,1,yelp
1837,Everything was fresh and delicious!,1,yelp
1838,"In summary, this was a largely disappointing dining experience.",0,yelp
1839,"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",1,yelp
1840,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0,yelp
1841,Best breakfast buffet!!!,1,yelp
1842,say bye bye to your tip lady!,0,yelp
1843,We'll never go again.,0,yelp
1844,Will be back again!,1,yelp
1845,Food arrived quickly!,1,yelp
1846,It was not good.,0,yelp
1847,"On the up side, their cafe serves really good food.",1,yelp
1848,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1,yelp
