reviews,reviews_clean,labels,labels_name
"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",imdb rate onli go low awful time get neg number case,0,Bad
I saw Mirrormask last night and it was an unsatisfactory experience.  ,saw mirrormask last night wa unsatisfactori experience,0,Bad
"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ",unfortunately inexperi direct meant scene scene pass littl way dramat tension conflict,0,Bad
"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",central theme film handl ineptly stereotyp no depth imagination,0,Bad
All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,pretti pictur world cannot make piec work flaw core,0,Bad
"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",hour half wast time follow bunch veri pretti high schooler whine cri life,0,Bad
"You can't relate with them, hell you barely can understand them.  ",cannot relat hell bare understand,0,Bad
This is definitely a cult classic well worth viewing and sharing with others.  ,thi definit cult classic well worth view share others,1,Good
"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",thi movi pure disaster stori stupid edit worst seen confus incredibly,0,Bad
The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,fish badli made underwat shot repeat thousand time film,0,Bad
"A truly, truly bad film.  ",truly truli bad film,0,Bad
"The acting is terrible, and the writing is worse.  ",act terrible write worse,0,Bad
The only possible way this movie could be redeemed would be as MST3K fodder.  ,onli possibl way thi movi could redeem would mstk fodder,0,Bad
I paid too much.  ,paid much,0,Bad
"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",also real treat see anthoni quinn play crazi horse,1,Good
It was so BORING!  ,wa boring,0,Bad
No plot whatsoever!  ,no plot whatsoever,0,Bad
"Again, no plot at all.  ",no plot,0,Bad
Horrible!  ,horrible,0,Bad
Worst hour and a half of my life!Oh my gosh!  ,worst hour half life oh gosh,0,Bad
I had to walk out of the theatre for a few minutes just to get some relief!  ,walk theatr minut get relief,0,Bad
I hate movies like that.  ,hate movi like,0,Bad
"Yeah, the movie pretty much sucked.  ",yeah movi pretti much sucked,0,Bad
THERE IS NO PLOT OR STORYLINE!!  ,no plot storyline,0,Bad
"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",go see thi movie bring pillow girlfriendboyfriend keep occupi,0,Bad
Awful.  ,awful,0,Bad
I don't think I've ever gone to a movie and disliked it as much.  ,not think ever gone movi dislik much,0,Bad
It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,wa good thing ticket onli cost five dollar becaus would mad would paid see thi crap,0,Bad
NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,nobodi identifi charact becaus cardboard cutout stereotyp predict reversestereotypes,0,Bad
"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",thi bad film bad writing good actors ugli cartoon craft paul haggi peopl cannot handl anyth bold stroke storytelling pictur paint crayons,0,Bad
"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",crash depress littl nothing provok emotion teach noth alreadi know racism prejudic bad things,0,Bad
"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",still like thi movi empower women not enough movi like thi one,1,Good
Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,brain attempt shutdown part primal impuls selfpreservation,0,Bad
I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,wa left shatter experi watch thi film took good two hour fulli recover,0,Bad
This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  ,thi movi join reveng boogeyman zombiez part hellish triniti horror films,0,Bad
I certainly do not mean this distinction in a good way.  ,certainli not mean thi distinct good way,0,Bad
I mean this in a terrible way.  ,mean thi terribl way,0,Bad
This film has no redeeming features.  ,thi film ha no redeem features,0,Bad
Everything is appalling.  ,everyth appalling,0,Bad
"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ",artless camerawork endlessli present us ugliest set imaginable e,0,Bad
The story is beyond stupid.  ,stori beyond stupid,0,Bad
The script iswas there a script?  ,script iswa script,0,Bad
The kids are annoying.  ,kid annoying,0,Bad
The lead man is charisma-free.  ,lead man charismafree,0,Bad
"Utterly without merit on any level, this is akin to torture.  ",utterli without merit ani level thi akin torture,0,Bad
I'll even say it again  this is torture.  ,even say thi torture,0,Bad
Maybe there would be a reasonable explanation for this atrocity.  ,mayb would reason explan thi atrocity,0,Bad
Not a pleasant voyage of self-discovery.  ,not pleasant voyag selfdiscovery,0,Bad
Highly unrecommended.  ,highli unrecommended,0,Bad
"If this premise sound stupid, that's because it is.  ",thi premis sound stupid becaus,0,Bad
"Yes, it's that bad.  ",yes bad,0,Bad
Nothing at all to recommend.  ,noth recommend,0,Bad
An excellent performance from Ms.  ,excel perform ms,1,Good
"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  ",garbo show right bat talent could carri silent era want see silent work netflix doe not seem stock,1,Good
It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  ,also great see renown silent screenwrit franc marion ha not miss step go silent sound,1,Good
"This movie suffered because of the writing, it needed more suspense.  ",thi movi suffer becaus writing need suspense,0,Bad
There were too many close ups.  ,mani close ups,0,Bad
But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  ,movi seem drag hero not realli work freedom,0,Bad
But this movie is definitely a below average rent.  ,thi movi definit averag rent,0,Bad
You'll love it!  ,love,1,Good
This movie is BAD.  ,thi movi bad,0,Bad
So bad.  ,bad,0,Bad
The film is way too long.  ,film way long,0,Bad
This is definitely one of the bad ones.  ,thi definit one bad ones,0,Bad
The movie I received was a great quality film for it's age.  ,movi receiv wa great qualiti film age,1,Good
John Wayne did an incredible job for being so young in the movie industry.  ,john wayn incred job young movi industry,1,Good
His on screen presence shined thought even though there were other senior actors on the screen with him.  ,hi screen presenc shine thought even though senior actor screen,1,Good
I think that it is a must see older John Wayne film.  ,think must see older john wayn film,1,Good
I really don't see how anyone could enjoy this movie.  ,realli not see anyon could enjoy thi movie,0,Bad
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  ,not think ever seen movi half bore thi selfindulg piec junk,0,Bad
"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  ",probabl would better director not spent movi showcas hi art work realli not noteworthy,0,Bad
"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ",anoth thing not realli like charact got punch face gallon blood would spew forth soon,0,Bad
